ts,pt,pc,temp,q,choke
2014-01-17,480.8,276.0,86.5,1415.0,96.9
2014-01-18,485.3,276.5,86.5,445.0,47.0
2014-01-19,278.1,90.0,42.6,0.0,25.3
2014-01-20,355.3,72.3,35.5,0.0,24.8
2014-01-21,381.0,64.0,39.5,0.0,25.3
2014-01-22,413.6,59.1,40.6,0.0,25.4
2014-01-23,457.8,55.6,42.8,0.0,25.4
2014-01-24,602.3,183.4,81.8,120.0,23.1
2014-01-25,616.7,235.6,85.0,583.0,29.4
2014-01-26,657.2,256.4,84.9,740.0,40.2
2014-01-27,656.2,256.3,81.2,744.0,35.6
2014-01-28,675.3,262.8,82.8,364.0,35.5
2014-01-29,775.1,110.4,24.1,21.0,5.3
2014-01-31,477.5,236.1,84.7,1396.0,100.0
2014-02-01,467.0,275.9,87.7,1304.0,97.2
2014-02-02,478.3,284.1,88.0,1313.0,97.4
2014-02-03,474.0,287.8,89.6,1311.0,97.4
2014-02-04,473.7,288.3,89.4,1306.0,97.4
2014-02-05,475.3,288.5,88.7,1308.0,97.5
2014-02-06,499.1,286.3,87.3,701.0,53.5
2014-02-08,459.1,235.2,85.9,193.0,17.6
2014-02-09,467.5,269.0,87.7,1304.0,99.9
2014-02-10,475.4,280.8,87.2,147.0,17.5
2014-02-11,5.6,79.1,7.5,0.0,0.6
2014-02-12,486.3,258.1,87.3,1223.0,84.6
2014-02-13,480.6,280.8,87.5,1398.0,100.0
2014-02-14,477.7,288.7,89.4,1419.0,100.0
2014-02-15,563.2,286.2,88.6,1164.0,72.0
2014-02-16,475.1,290.5,90.8,1415.0,99.7
2014-02-17,474.7,296.6,91.1,1454.0,100.0
2014-02-18,483.0,289.3,88.8,1053.0,62.2
2014-02-19,475.1,292.8,90.8,1430.0,100.0
2014-02-20,481.9,293.1,89.6,1462.0,100.0
2014-02-21,483.6,293.0,88.6,1480.0,100.0
2014-02-22,482.4,292.8,88.4,1492.0,100.0
2014-02-23,481.7,290.9,88.4,1479.0,100.0
2014-02-24,478.8,291.7,89.3,1472.0,100.0
2014-02-25,477.9,291.8,89.9,1439.0,100.0
2014-02-26,478.7,291.2,89.7,1432.0,100.0
2014-02-27,478.6,290.6,89.2,1426.0,100.0
2014-02-28,476.9,293.0,90.2,1436.0,100.0
2014-03-01,477.4,291.7,89.8,1403.0,100.0
2014-03-02,478.6,290.0,89.8,1419.0,100.0
2014-03-03,476.0,288.4,89.4,1449.0,97.9
2014-03-04,475.5,289.2,89.7,1422.0,100.0
2014-03-05,474.9,290.2,89.5,1426.0,100.0
2014-03-06,475.5,289.4,88.9,1424.0,100.0
2014-03-07,473.8,288.0,89.3,1402.0,100.0
2014-03-08,475.8,287.3,89.0,1367.0,100.0
2014-03-09,475.3,288.8,88.6,1379.0,100.0
2014-03-10,469.3,291.7,90.9,1373.0,100.0
2014-03-11,474.2,291.2,89.7,1358.0,100.0
2014-03-12,479.8,289.8,88.9,1346.0,100.0
2014-03-13,471.3,290.6,90.4,1354.0,97.9
2014-03-14,473.0,287.8,89.3,1352.0,100.0
2014-03-15,468.4,287.6,90.7,1340.0,100.0
2014-03-16,468.5,286.0,90.5,1341.0,100.0
2014-03-17,467.4,287.8,90.7,1340.0,100.0
2014-03-18,469.5,287.9,90.4,1342.0,100.0
2014-03-19,551.1,282.3,87.9,1077.0,65.7
2014-03-20,497.8,281.4,86.7,1282.0,90.3
2014-03-21,476.6,284.1,87.3,1351.0,100.0
2014-03-22,474.8,285.3,89.0,842.0,52.9
2014-03-23,477.7,275.1,89.3,1215.0,94.4
2014-03-24,486.1,284.5,90.2,542.0,26.6
2014-03-25,579.5,186.5,70.5,246.0,16.3
2014-03-26,476.4,274.1,89.2,1434.0,99.6
2014-03-27,482.2,280.8,86.6,489.0,51.1
2014-03-28,586.2,185.8,70.2,121.0,18.0
2014-03-29,556.2,199.0,68.6,589.0,53.3
2014-03-30,461.7,282.1,90.5,1241.0,97.8
2014-03-31,465.2,286.8,90.6,1326.0,100.0
2014-04-01,466.8,289.1,90.5,1315.0,100.0
2014-04-02,466.9,291.1,90.7,1315.0,100.0
2014-04-03,470.1,290.4,90.1,1320.0,100.0
2014-04-04,472.5,288.4,89.1,1111.0,100.0
2014-04-05,472.4,289.1,89.6,1126.0,99.9
2014-04-06,475.7,290.2,90.0,934.0,74.4
2014-04-07,499.8,209.6,82.2,69.0,11.0
2014-04-08,460.1,276.4,90.1,1076.0,99.9
2014-04-09,466.3,288.5,90.8,1123.0,100.0
2014-04-10,468.7,288.9,90.4,1164.0,82.8
2014-04-11,470.1,290.8,90.3,1143.0,100.0
2014-04-12,474.7,288.8,88.3,1142.0,100.0
2014-04-13,469.5,289.4,90.4,1132.0,99.9
2014-04-14,469.7,288.8,90.5,1153.0,97.8
2014-04-15,470.6,291.8,90.4,1130.0,99.8
2014-04-16,475.8,289.4,88.4,1135.0,99.8
2014-04-17,472.8,289.2,89.6,1139.0,99.9
2014-04-18,470.8,291.1,90.8,1134.0,100.0
2014-04-19,472.0,293.5,90.9,1128.0,99.8
2014-04-20,471.7,293.4,90.9,1121.0,99.8
2014-04-21,615.7,281.6,87.4,928.0,58.2
2014-04-22,735.9,266.7,84.1,697.0,35.1
2014-04-23,685.9,269.2,85.4,758.0,40.9
2014-04-24,594.6,280.3,88.3,1014.0,51.6
2014-04-25,588.9,282.4,89.1,821.0,49.3
2014-04-26,558.3,282.4,88.8,877.0,59.8
2014-04-27,475.7,288.7,90.4,1087.0,100.0
2014-04-28,473.5,291.2,91.0,1076.0,99.9
2014-04-29,474.9,288.9,90.5,1033.0,99.8
2014-04-30,472.1,287.0,90.9,1004.0,99.9
2014-05-01,474.1,286.5,90.5,988.0,99.8
2014-05-02,473.6,286.7,90.9,985.0,99.8
2014-05-03,472.3,288.6,91.1,966.0,99.9
2014-05-04,474.4,288.7,90.8,969.0,99.8
2014-05-05,477.5,286.5,90.1,1021.0,99.8
2014-05-06,477.2,285.9,90.2,1003.0,99.8
2014-05-07,485.4,287.3,90.7,1009.0,99.9
2014-05-08,504.3,285.5,89.9,520.0,59.6
2014-05-09,1016.7,98.0,15.8,0.0,0.9
2014-05-10,997.3,75.3,10.7,0.0,1.1
2014-05-11,452.8,250.6,88.9,477.0,51.0
2014-05-12,457.8,268.5,89.8,898.0,100.0
2014-05-13,459.6,272.9,89.7,909.0,97.9
2014-05-14,451.1,274.7,89.7,918.0,97.9
2014-05-15,461.4,275.2,88.4,326.0,46.8
2014-05-16,518.7,90.6,19.7,0.0,9.4
2014-05-17,46.5,71.4,15.6,0.0,0.9
2014-05-18,744.1,63.8,20.3,0.0,10.0
2014-05-19,724.5,58.3,14.7,0.0,2.3
2014-05-20,666.6,54.7,13.5,0.0,1.1
2014-05-21,671.2,52.4,13.4,0.0,1.1
2014-05-22,676.5,59.6,24.8,0.0,1.6
2014-05-23,713.2,74.4,31.2,0.0,1.3
2014-05-24,748.5,83.1,35.8,0.0,1.3
2014-05-25,757.5,79.1,27.7,6.0,3.6
2014-05-26,563.1,234.5,85.7,746.0,60.2
2014-05-27,454.8,275.8,90.2,861.0,100.0
2014-05-28,455.1,285.2,90.6,982.0,100.0
2014-05-29,454.8,291.3,91.0,988.0,100.0
2014-05-30,457.0,291.6,91.1,997.0,100.0
2014-05-31,461.8,292.6,91.1,1017.0,100.0
2014-06-01,464.6,296.6,91.2,1023.0,99.9
2014-06-02,468.8,294.4,90.6,1019.0,78.3
2014-06-03,470.3,293.5,90.4,1010.0,99.9
2014-06-04,471.0,296.2,90.6,1007.0,100.0
2014-06-05,470.0,296.7,90.3,1060.0,100.0
2014-06-06,468.0,299.1,91.3,1043.0,100.0
2014-06-07,468.4,299.6,91.4,1049.0,100.0
2014-06-08,472.8,297.7,90.2,1050.0,100.0
2014-06-09,470.2,299.4,91.3,1198.0,100.0
2014-06-10,473.3,297.4,90.5,1067.0,100.0
2014-06-11,472.6,297.3,90.3,1060.0,100.0
2014-06-12,468.5,298.3,91.3,1050.0,100.0
2014-06-13,468.0,296.3,91.4,1004.0,100.0
2014-06-14,468.1,295.1,91.2,993.0,100.0
2014-06-15,468.0,294.9,91.2,995.0,100.0
2014-06-16,467.8,293.5,91.1,998.0,100.0
2014-06-17,467.3,293.9,91.2,981.0,100.0
2014-06-18,466.9,294.0,91.2,972.0,100.0
2014-06-19,467.2,291.3,91.0,972.0,100.0
2014-06-20,466.8,292.4,91.1,967.0,100.0
2014-06-21,466.6,293.0,91.2,956.0,100.0
2014-06-22,466.7,292.8,91.1,939.0,100.0
2014-06-23,471.4,294.8,91.1,931.0,100.0
2014-06-24,467.2,292.7,91.2,973.0,100.0
2014-06-25,467.1,293.9,91.3,1027.0,100.0
2014-06-26,473.8,280.2,89.5,638.0,53.9
2014-06-27,510.2,275.6,87.9,927.0,84.6
2014-06-28,465.8,290.7,91.0,987.0,97.9
2014-06-29,465.3,290.6,91.1,990.0,97.9
2014-06-30,465.6,289.9,91.1,1018.0,97.9
2014-07-01,465.8,290.8,91.1,988.0,100.0
2014-07-02,470.1,291.8,90.1,987.0,100.0
2014-07-03,470.5,291.5,90.1,986.0,100.0
2014-07-04,473.5,290.1,90.1,978.0,100.0
2014-07-05,470.3,290.3,90.6,974.0,100.0
2014-07-06,468.5,292.8,91.1,972.0,100.0
2014-07-07,470.5,292.0,90.9,992.0,100.0
2014-07-08,467.6,293.3,91.4,996.0,100.0
2014-07-09,467.4,289.8,91.3,995.0,100.0
2014-07-10,468.0,291.4,91.2,1012.0,100.0
2014-07-11,468.5,292.3,90.7,1008.0,100.0
2014-07-12,467.2,292.1,91.1,992.0,100.0
2014-07-13,464.9,291.0,91.2,986.0,100.0
2014-07-14,463.8,290.5,91.2,974.0,100.0
2014-07-15,464.9,287.8,90.7,988.0,100.0
2014-07-16,466.1,288.6,90.6,986.0,100.0
2014-07-17,466.1,288.1,90.4,983.0,100.0
2014-07-18,463.7,290.8,91.3,979.0,100.0
2014-07-19,467.2,289.6,90.5,981.0,100.0
2014-07-20,507.2,280.6,87.6,1045.0,86.7
2014-07-21,469.0,287.2,90.3,1012.0,99.8
2014-07-22,466.2,291.5,91.4,991.0,100.0
2014-07-23,468.5,290.6,91.0,998.0,100.0
2014-07-24,465.8,291.5,91.6,1006.0,100.0
2014-07-25,467.3,291.6,91.4,996.0,100.0
2014-07-26,472.9,292.0,91.6,986.0,97.1
2014-07-27,467.4,290.9,91.4,994.0,100.0
2014-07-28,465.5,290.4,91.6,989.0,100.0
2014-07-29,468.0,289.7,91.1,982.0,100.0
2014-07-30,597.4,270.2,83.9,803.0,60.4
2014-07-31,467.5,286.4,91.3,957.0,98.1
2014-08-01,470.0,288.3,91.2,968.0,100.0
2014-08-02,471.0,288.2,90.9,968.0,100.0
2014-08-03,471.9,287.0,90.7,973.0,100.0
2014-08-04,473.0,285.9,89.9,978.0,100.0
2014-08-05,467.7,287.9,91.3,942.0,100.0
2014-08-06,469.7,287.0,90.8,945.0,100.0
2014-08-07,468.2,286.4,91.0,915.0,97.9
2014-08-08,467.6,287.9,91.3,910.0,97.9
2014-08-09,471.0,283.0,89.6,897.0,100.0
2014-08-10,472.4,283.4,89.6,897.0,97.9
2014-08-11,474.5,281.4,88.5,935.0,97.9
2014-08-12,475.8,281.9,87.8,966.0,100.0
2014-08-13,472.4,283.7,90.0,980.0,100.0
2014-08-14,467.4,284.2,91.2,981.0,100.0
2014-08-15,467.1,283.6,91.1,971.0,100.0
2014-08-16,471.0,282.9,89.9,923.0,100.0
2014-08-17,469.4,283.5,90.2,925.0,100.0
2014-08-18,466.8,281.1,90.8,924.0,100.0
2014-08-19,480.1,278.2,90.0,86.0,17.0
2014-08-20,4.3,82.9,15.5,0.0,0.3
2014-08-21,3.8,99.6,21.6,0.0,0.4
2014-08-22,3.8,99.6,21.6,0.0,0.4
2014-08-23,3.8,99.6,21.6,0.0,0.4
2014-08-24,3.8,99.6,21.6,0.0,0.4
2014-08-25,477.3,245.3,87.8,649.0,77.4
2014-08-26,456.4,271.1,90.5,1154.0,100.0
2014-08-27,458.9,279.9,90.7,1165.0,100.0
2014-08-28,489.0,274.9,87.9,1171.0,87.8
2014-08-29,464.2,283.2,90.0,1227.0,100.0
2014-08-30,465.4,285.6,90.4,1200.0,100.0
2014-08-31,462.3,288.7,90.8,1229.0,100.0
2014-09-01,467.9,287.5,90.3,1212.0,100.0
2014-09-02,484.0,290.4,90.8,1275.0,93.2
2014-09-03,531.1,279.6,88.7,1083.0,72.0
2014-09-04,473.1,288.3,91.2,991.0,100.0
2014-09-05,468.6,290.0,91.4,990.0,100.0
2014-09-06,465.9,289.5,91.5,1002.0,97.9
2014-09-07,468.3,289.5,91.1,988.0,100.0
2014-09-08,466.8,288.2,91.4,984.0,100.0
2014-09-09,466.8,287.4,91.4,977.0,100.0
2014-09-10,465.9,290.6,91.6,981.0,100.0
2014-09-11,466.5,291.8,91.5,952.0,100.0
2014-09-12,467.3,291.3,91.4,896.0,100.0
2014-09-13,467.0,291.5,91.6,892.0,100.0
2014-09-14,468.0,290.2,91.6,888.0,100.0
2014-09-15,471.6,288.4,90.6,918.0,100.0
2014-09-16,474.4,286.6,89.9,917.0,100.0
2014-09-17,474.1,286.6,90.0,926.0,97.9
2014-09-18,473.2,287.4,90.4,916.0,97.9
2014-09-19,471.8,289.8,91.1,919.0,97.9
2014-09-20,468.6,288.8,91.5,939.0,97.9
2014-09-21,469.5,286.4,91.3,924.0,97.9
2014-09-22,469.1,288.2,91.4,923.0,97.9
2014-09-23,470.7,288.9,91.3,926.0,100.0
2014-09-24,469.6,288.9,91.4,931.0,100.0
2014-09-25,471.8,286.5,90.6,935.0,100.0
2014-09-26,472.4,284.9,90.4,935.0,100.0
2014-09-27,473.3,284.8,90.1,933.0,100.0
2014-09-28,472.1,286.0,90.3,928.0,100.0
2014-09-29,499.0,284.5,90.1,73.0,10.0
2014-09-30,462.5,261.8,89.3,1242.0,65.1
2014-10-01,467.9,279.7,90.2,953.0,100.0
2014-10-02,470.2,283.8,90.0,988.0,100.0
2014-10-03,479.2,282.3,89.0,883.0,100.0
2014-10-04,472.0,283.2,90.0,907.0,100.0
2014-10-05,472.3,285.3,90.4,897.0,100.0
2014-10-06,474.4,282.3,88.8,891.0,100.0
2014-10-07,476.0,279.3,86.9,879.0,100.0
2014-10-08,473.6,283.3,89.2,902.0,97.9
2014-10-09,473.1,283.4,89.3,970.0,100.0
2014-10-10,471.7,283.0,89.7,981.0,100.0
2014-10-11,472.9,284.3,89.9,967.0,100.0
2014-10-12,469.8,284.2,90.3,963.0,100.0
2014-10-13,466.9,286.0,91.1,959.0,100.0
2014-10-14,467.8,285.1,91.0,958.0,100.0
2014-10-15,468.7,285.8,90.7,956.0,100.0
2014-10-16,470.2,282.2,90.0,948.0,100.0
2014-10-17,472.1,282.4,90.1,948.0,100.0
2014-10-18,474.4,280.8,89.1,955.0,100.0
2014-10-19,473.9,280.0,88.5,959.0,100.0
2014-10-20,469.7,280.6,90.3,952.0,100.0
2014-10-21,472.7,278.8,89.8,961.0,100.0
2014-10-22,470.7,279.1,89.9,961.0,100.0
2014-10-23,474.9,281.1,88.7,965.0,100.0
2014-10-24,474.1,281.3,88.9,966.0,100.0
2014-10-25,475.5,279.5,87.9,977.0,100.0
2014-10-26,476.1,277.9,87.2,1020.0,100.0
2014-10-27,472.5,280.3,89.0,977.0,100.0
2014-10-28,471.4,279.3,89.0,973.0,100.0
2014-10-29,536.8,272.1,89.5,866.0,76.4
2014-10-30,472.9,278.8,89.9,960.0,99.6
2014-10-31,472.7,279.4,90.0,979.0,100.0
2014-11-01,474.4,278.7,89.0,970.0,100.0
2014-11-02,474.4,277.2,88.5,985.0,100.0
2014-11-03,473.2,279.4,89.6,1041.0,100.0
2014-11-04,468.0,279.1,90.5,1028.0,100.0
2014-11-05,468.6,279.6,90.5,1016.0,100.0
2014-11-06,474.3,278.5,89.5,1016.0,100.0
2014-11-07,474.6,275.6,88.5,1033.0,100.0
2014-11-08,473.6,277.8,89.1,1044.0,100.0
2014-11-09,473.5,277.9,89.5,1043.0,100.0
2014-11-10,472.6,279.3,90.2,1030.0,100.0
2014-11-11,471.5,278.3,89.9,1042.0,100.0
2014-11-12,475.2,274.7,87.8,1035.0,100.0
2014-11-13,472.8,276.6,89.4,1023.0,100.0
2014-11-14,474.6,275.1,88.4,1020.0,100.0
2014-11-15,475.3,273.8,87.7,1027.0,100.0
2014-11-16,474.5,273.7,87.8,1014.0,100.0
2014-11-17,470.2,274.7,89.0,984.0,100.0
2014-11-18,470.6,275.0,89.3,1006.0,100.0
2014-11-19,469.5,275.4,89.6,982.0,100.0
2014-11-20,465.1,276.3,90.2,997.0,100.0
2014-11-21,463.6,275.4,90.0,995.0,100.0
2014-11-22,467.4,271.3,88.5,991.0,100.0
2014-11-23,462.5,275.2,90.0,974.0,100.0
2014-11-24,471.4,273.4,89.7,274.0,37.0
2014-11-25,300.1,90.1,16.1,0.0,1.2
2014-11-26,458.7,72.8,11.5,0.0,1.0
2014-11-27,277.0,64.8,11.3,0.0,0.7
2014-11-28,732.6,158.6,68.9,323.0,30.9
2014-11-29,1206.1,163.9,61.4,863.0,16.6
2014-11-30,1852.3,76.4,11.0,0.0,1.0
2014-12-01,1898.7,63.8,8.3,0.0,1.0
2014-12-02,1927.4,57.9,9.9,0.0,1.0
2014-12-03,1949.7,54.6,11.6,0.0,1.0
2014-12-04,1968.2,52.1,10.6,0.0,1.1
2014-12-05,1972.7,50.3,10.1,0.0,1.2
2014-12-06,1974.7,49.1,10.1,0.0,1.2
2014-12-07,1975.8,47.9,9.8,0.0,1.3
2014-12-08,1976.4,46.8,9.1,0.0,1.3
2014-12-09,1978.9,46.0,8.9,0.0,1.3
2014-12-10,1981.3,45.4,8.0,0.0,1.3
2014-12-11,1981.1,44.6,6.7,0.0,1.3
2014-12-12,1979.9,43.7,7.0,0.0,1.3
2014-12-13,1977.8,43.1,8.1,0.0,1.3
2014-12-14,1977.0,42.8,8.7,0.0,1.3
2014-12-15,1973.3,42.2,7.8,0.0,1.3
2014-12-16,1972.3,41.7,7.6,0.0,0.0
2014-12-17,1973.0,41.4,8.6,0.0,0.0
2014-12-18,1974.4,41.0,9.5,0.0,0.0
2014-12-19,1974.8,40.8,7.5,0.0,0.0
2014-12-20,1974.6,40.6,8.0,0.0,0.0
2014-12-21,1976.4,40.4,9.3,0.0,0.0
2014-12-22,1978.0,40.2,9.7,0.0,0.0
2014-12-23,1980.1,40.0,9.1,0.0,1.3
2014-12-24,1982.2,39.8,8.6,0.0,1.3
2014-12-25,1984.0,39.5,9.2,0.0,1.2
2014-12-26,1986.7,39.3,8.4,0.0,1.2
2014-12-27,1989.2,38.9,7.6,0.0,1.2
2014-12-28,1991.5,38.8,8.1,0.0,1.1
2014-12-29,1967.8,38.7,10.1,0.0,1.1
2014-12-30,1808.4,38.8,9.3,0.0,1.2
2014-12-31,1805.6,38.5,9.4,0.0,1.1
2015-01-01,1593.5,56.2,31.8,94.0,7.9
2015-01-02,1314.7,154.7,52.9,4156.0,26.5
2015-01-03,1245.8,327.5,62.6,4988.0,27.9
2015-01-04,1215.1,353.6,63.1,4425.0,27.9
2015-01-05,1208.5,367.4,62.5,4328.0,27.8
2015-01-06,1181.8,377.9,63.9,4282.0,28.3
2015-01-07,1172.3,384.2,62.4,4440.0,28.3
2015-01-08,1150.4,390.2,62.4,4251.0,28.3
2015-01-09,1149.3,376.8,61.2,2728.0,20.5
2015-01-10,1091.6,375.1,60.9,4026.0,25.6
2015-01-11,896.8,421.6,70.6,5451.0,36.2
2015-01-12,1036.3,410.2,63.4,4399.0,30.3
2015-01-13,1034.0,412.2,63.7,4450.0,30.2
2015-01-14,1029.1,413.8,63.9,4015.0,30.3
2015-01-15,1027.6,412.4,64.1,4242.0,30.2
2015-01-16,1020.4,412.7,64.9,4213.0,30.3
2015-01-17,1016.1,412.3,65.3,4028.0,30.3
2015-01-18,1016.1,412.3,65.3,4234.0,30.3
2015-01-19,1016.1,412.3,65.3,4269.0,30.3
2015-01-20,1007.6,405.5,68.3,3966.0,28.2
2015-01-21,944.5,412.1,70.4,4916.0,32.6
2015-01-22,935.3,412.8,70.2,4930.0,33.3
2015-01-23,935.6,408.4,66.9,4843.0,33.1
2015-01-24,926.5,407.6,70.6,4701.0,32.4
2015-01-25,927.0,408.1,68.8,4684.0,32.4
2015-01-26,920.2,407.0,71.0,4657.0,32.4
2015-01-27,915.7,406.7,70.3,4899.0,33.2
2015-01-28,904.2,404.5,68.8,4820.0,33.2
2015-01-29,888.7,405.7,70.8,4844.0,33.2
2015-01-30,880.7,406.4,70.3,4677.0,33.2
2015-01-31,868.8,406.9,70.5,4549.0,33.2
2015-02-01,853.2,405.9,70.5,4759.0,33.2
2015-02-02,842.7,405.9,70.7,4565.0,33.2
2015-02-03,829.4,407.8,71.2,4571.0,33.2
2015-02-04,826.3,406.6,70.7,3118.0,35.0
2015-02-05,463.8,348.9,72.9,521.0,29.0
2015-02-06,646.2,399.0,73.4,6228.0,59.6
2015-02-07,793.0,396.7,70.5,4428.0,33.3
2015-02-08,814.6,396.0,69.2,2458.0,24.2
2015-02-09,810.3,386.2,70.5,2199.0,26.4
2015-02-10,803.0,402.9,70.9,4410.0,33.2
2015-02-11,804.2,406.3,68.8,3830.0,33.2
2015-02-12,806.4,409.8,70.0,3756.0,33.2
2015-02-13,800.5,407.5,69.7,3820.0,32.8
2015-02-14,809.0,413.2,70.5,3792.0,33.3
2015-02-15,805.6,407.8,68.4,3772.0,32.6
2015-02-16,818.7,414.4,69.1,3768.0,33.3
2015-02-17,819.9,418.2,69.4,3709.0,31.1
2015-02-18,827.0,420.0,67.8,3781.0,33.3
2015-02-19,827.3,421.5,68.2,3805.0,33.3
2015-02-20,827.2,423.6,70.3,3732.0,33.3
2015-02-21,823.2,424.4,72.2,3636.0,33.1
2015-02-22,819.2,422.9,71.1,3780.0,33.2
2015-02-23,821.5,421.5,68.5,3804.0,33.2
2015-02-24,820.4,422.2,70.5,3668.0,33.1
2015-02-25,817.7,424.8,72.2,3651.0,33.1
2015-02-26,820.8,422.3,70.3,3654.0,33.1
2015-02-27,820.9,422.8,69.0,3723.0,33.1
2015-02-28,825.8,418.9,68.0,3617.0,32.1
2015-03-01,801.8,422.4,70.1,3840.0,33.8
2015-03-02,793.4,425.0,73.1,3820.0,33.9
2015-03-03,793.7,424.6,71.7,3819.0,34.0
2015-03-04,779.7,422.5,72.7,3817.0,32.0
2015-03-05,787.2,423.6,71.0,3842.0,34.2
2015-03-06,785.0,422.3,71.1,3710.0,34.3
2015-03-07,784.7,418.7,68.6,3714.0,34.4
2015-03-08,780.7,420.8,71.9,3700.0,33.7
2015-03-09,775.7,418.3,71.6,3750.0,34.6
2015-03-10,768.8,416.1,72.0,3701.0,34.8
2015-03-11,765.9,418.6,72.5,3698.0,34.9
2015-03-12,760.4,418.6,73.0,3708.0,35.1
2015-03-13,756.3,416.5,72.5,3713.0,35.2
2015-03-14,749.8,418.7,73.5,3729.0,35.5
2015-03-15,747.1,416.3,72.7,3668.0,35.6
2015-03-16,742.4,413.5,71.8,3696.0,35.7
2015-03-17,732.9,411.0,71.8,3711.0,35.7
2015-03-18,725.6,416.1,74.4,3711.0,35.5
2015-03-19,735.5,405.2,73.1,3690.0,34.9
2015-03-20,730.0,399.9,72.8,3774.0,34.9
2015-03-21,722.3,398.1,73.5,3804.0,34.9
2015-03-22,753.8,394.9,69.5,489.0,11.6
2015-03-23,1570.1,176.4,9.4,0.0,0.8
2015-03-24,1601.1,150.9,10.9,0.0,0.8
2015-03-25,745.0,306.6,67.1,236.0,13.3
2015-03-26,751.0,365.4,71.2,3819.0,35.3
2015-03-27,747.8,391.0,73.9,3771.0,35.0
2015-03-28,741.3,389.5,71.8,3341.0,34.9
2015-03-29,728.3,395.3,74.1,3385.0,33.4
2015-03-30,723.5,393.9,73.7,3557.0,34.2
2015-03-31,716.0,394.4,73.4,3555.0,35.0
2015-04-01,709.9,392.9,73.5,3523.0,35.1
2015-04-02,703.8,394.3,73.8,3587.0,35.2
2015-04-03,700.5,399.8,74.3,3508.0,35.2
2015-04-04,700.8,398.8,73.9,3552.0,35.3
2015-04-05,699.6,396.1,73.7,3542.0,35.3
2015-04-06,698.9,396.2,73.3,3533.0,35.3
2015-04-07,698.1,394.3,73.8,3492.0,35.1
2015-04-08,695.6,394.0,73.4,3499.0,35.1
2015-04-09,694.4,391.8,71.3,3489.0,35.1
2015-04-10,690.6,391.3,71.7,3482.0,35.1
2015-04-11,687.6,389.3,72.0,3470.0,35.1
2015-04-12,686.2,388.1,70.6,3505.0,35.2
2015-04-13,683.4,389.1,72.7,3587.0,35.2
2015-04-14,686.9,390.0,71.6,3615.0,35.3
2015-04-15,687.3,393.1,74.0,3572.0,34.6
2015-04-16,691.0,393.1,74.3,3608.0,35.3
2015-04-17,694.6,395.9,74.7,3657.0,34.6
2015-04-18,699.3,394.2,74.6,3626.0,34.6
2015-04-19,707.4,395.1,74.6,3547.0,34.5
2015-04-20,710.0,396.1,74.9,3573.0,35.3
2015-04-21,710.5,393.6,74.8,3652.0,35.3
2015-04-22,709.4,392.3,75.0,3631.0,35.3
2015-04-23,707.6,390.4,74.8,3017.0,35.3
2015-04-24,707.6,390.9,74.4,3006.0,35.3
2015-04-25,703.6,388.9,74.1,2976.0,35.3
2015-04-26,699.0,388.4,74.3,2972.0,35.3
2015-04-27,701.0,388.2,73.9,2979.0,35.3
2015-04-28,705.7,387.0,73.1,2946.0,35.1
2015-04-29,702.7,388.1,73.4,2939.0,35.1
2015-04-30,697.0,387.0,74.0,2953.0,35.1
2015-05-01,694.0,385.7,74.2,2937.0,35.1
2015-05-02,691.5,386.1,74.2,2909.0,35.1
2015-05-03,692.3,384.9,72.2,2903.0,35.1
2015-05-04,690.6,383.8,71.5,2874.0,35.1
2015-05-05,687.7,383.8,71.9,2889.0,35.1
2015-05-06,687.0,383.4,71.7,2827.0,35.1
2015-05-07,680.4,382.2,73.4,2815.0,35.1
2015-05-08,679.2,384.0,73.5,2860.0,35.1
2015-05-09,677.8,382.8,72.6,2800.0,35.1
2015-05-10,675.2,384.2,73.5,2815.0,35.2
2015-05-11,676.4,381.6,71.1,2814.0,35.2
2015-05-12,676.5,381.1,70.5,2808.0,35.3
2015-05-13,672.8,379.8,73.5,2772.0,35.2
2015-05-14,669.8,380.6,73.8,2845.0,35.2
2015-05-15,669.6,381.5,73.3,2838.0,35.2
2015-05-16,667.0,380.4,73.2,2847.0,35.2
2015-05-17,665.9,380.1,73.5,2849.0,35.2
2015-05-18,666.2,379.8,72.9,2849.0,35.2
2015-05-19,664.1,381.1,72.9,2848.0,35.3
2015-05-20,660.3,382.6,74.4,2841.0,35.3
2015-05-21,663.8,380.6,72.6,2838.0,35.3
2015-05-22,660.8,379.5,73.2,2796.0,35.2
2015-05-23,658.4,379.9,74.0,2752.0,35.3
2015-05-24,662.3,378.4,73.1,2853.0,35.3
2015-05-25,659.7,378.9,74.2,2697.0,35.3
2015-05-26,659.2,378.8,74.4,2780.0,35.3
2015-05-27,661.0,378.5,73.5,2722.0,34.5
2015-05-28,658.9,377.7,73.5,2793.0,34.5
2015-05-29,664.4,377.4,72.3,2808.0,35.2
2015-05-30,661.8,378.0,74.1,2789.0,35.1
2015-05-31,661.5,377.5,73.6,2798.0,34.4
2015-06-01,618.2,377.3,73.3,2992.0,38.0
2015-06-02,562.1,382.1,73.8,3180.0,41.2
2015-06-03,553.7,384.7,76.5,3138.0,41.2
2015-06-04,541.8,387.6,76.7,3174.0,42.2
2015-06-05,518.0,387.0,76.0,3240.0,44.2
2015-06-06,519.1,385.3,73.9,3229.0,44.2
2015-06-07,600.2,346.1,71.3,1239.0,24.0
