ts,pt,pc,temp,q,choke
2012-08-03,490.7,153.7,91.6,3997.0,100.0
2012-08-04,487.4,154.8,92.3,4009.0,100.0
2012-08-05,488.9,154.7,92.2,4009.0,100.0
2012-08-06,488.9,155.5,92.3,4000.0,100.0
2012-08-07,489.2,153.8,92.2,3998.0,100.0
2012-08-08,489.1,153.5,92.1,4131.0,100.0
2012-08-09,488.6,153.9,92.2,3975.0,100.0
2012-08-10,479.8,154.0,92.2,3999.0,100.0
2012-08-11,470.9,155.1,92.3,4068.0,100.0
2012-08-12,470.2,155.0,92.1,4027.0,100.0
2012-08-13,739.0,149.7,89.0,428.0,22.0
2012-08-15,34.9,9.6,16.0,0.0,1.2
2012-08-16,34.2,7.3,16.1,0.0,15.3
2012-08-17,33.2,6.0,15.7,0.0,38.4
2012-08-19,31.0,4.3,16.2,0.0,0.1
2012-08-20,29.7,3.5,15.9,0.0,0.1
2012-08-21,28.7,3.0,15.7,0.0,1.0
2012-08-22,28.1,2.7,15.5,0.0,14.8
2012-08-23,27.7,2.5,15.2,0.0,14.2
2012-08-24,27.6,2.2,15.4,0.0,13.8
2012-08-25,27.4,2.0,15.4,0.0,12.1
2012-08-26,27.3,1.8,15.1,0.0,7.0
2012-08-27,28.2,1.8,13.8,0.0,0.0
2012-08-28,30.9,1.5,14.9,0.0,0.7
2012-08-29,26.8,1.5,15.2,0.0,1.0
2012-08-30,25.2,1.5,14.0,0.0,1.0
2012-08-31,23.0,1.4,12.9,0.0,1.0
2012-09-01,22.5,1.2,13.4,0.0,1.0
2012-09-02,21.8,1.0,14.4,0.0,0.9
2012-09-03,22.3,0.9,14.5,0.0,0.9
2012-09-07,19.5,1.1,13.0,0.0,1.2
2012-09-11,59.7,0.7,12.7,0.0,1.3
2012-09-15,1792.2,0.8,15.9,0.0,1.4
2012-09-16,1815.2,0.6,13.2,0.0,1.2
2012-09-17,1785.4,118.5,14.8,0.0,2.6
2012-09-19,1818.2,141.1,11.3,0.0,1.3
2012-09-21,1816.8,140.0,12.0,0.0,1.3
2012-09-23,1799.9,139.9,12.9,0.0,1.3
2012-09-25,1789.9,137.8,10.9,0.0,1.3
2012-09-26,1789.2,137.1,12.1,0.0,1.2
2012-09-27,1788.4,136.3,12.6,0.0,1.2
2012-09-29,501.8,345.3,77.7,950.0,15.9
2012-09-30,485.8,361.3,87.2,4592.0,98.4
2012-10-01,465.5,320.9,88.7,4449.0,98.4
2012-10-02,473.8,314.3,89.1,4095.0,98.4
2012-10-03,467.9,327.8,89.8,4399.0,98.4
2012-10-04,464.6,334.1,91.2,4529.0,98.4
2012-10-05,468.8,335.3,91.4,3994.0,98.4
2012-10-06,468.9,331.0,91.5,4005.0,98.4
2012-10-07,470.2,324.5,91.6,3989.0,98.4
2012-10-08,470.7,317.9,91.5,3967.0,98.4
2012-10-09,471.2,308.2,91.3,3930.0,98.4
2012-10-10,469.9,303.4,91.7,4110.0,98.4
2012-10-11,472.9,295.3,91.2,4135.0,98.4
2012-10-12,475.3,286.0,89.7,5331.0,98.4
2012-10-13,651.0,224.0,74.1,3802.0,59.8
2012-10-14,486.7,275.8,89.8,1582.0,22.8
2012-10-19,451.3,127.7,74.3,1113.0,100.0
2012-10-20,455.2,245.0,90.2,5823.0,98.4
2012-10-21,464.5,275.7,91.4,5930.0,98.4
2012-10-22,467.5,282.9,91.7,3961.0,98.4
2012-10-23,467.8,285.4,91.8,3976.0,98.4
2012-10-24,467.1,285.6,91.9,3967.0,98.4
2012-10-25,467.5,281.9,91.4,3948.0,98.4
2012-10-26,466.3,278.2,91.1,3916.0,98.4
2012-10-27,464.4,276.9,91.2,3894.0,98.4
2012-10-28,466.2,274.1,90.5,4020.0,98.4
2012-10-29,460.4,270.3,91.3,3806.0,98.4
2012-10-30,461.4,268.6,90.6,3844.0,98.4
2012-10-31,465.2,262.3,89.1,3819.0,98.4
2012-11-01,462.5,258.8,89.4,3790.0,98.4
2012-11-02,462.1,256.2,89.8,3746.0,98.4
2012-11-03,455.1,255.3,91.3,3715.0,98.5
2012-11-04,454.8,251.7,91.4,3694.0,98.5
2012-11-05,454.2,247.8,91.5,3739.0,98.6
2012-11-06,456.5,244.8,90.8,3688.0,98.6
2012-11-07,458.8,244.0,90.2,3697.0,98.6
2012-11-08,459.0,244.4,91.3,3706.0,98.6
2012-11-09,466.2,241.6,89.6,3721.0,98.6
2012-11-10,467.6,241.8,89.7,3645.0,98.7
2012-11-11,463.5,241.2,91.4,3603.0,98.7
2012-11-12,466.1,240.3,91.3,3617.0,98.7
2012-11-13,470.8,237.6,90.2,3627.0,98.7
2012-11-14,469.2,238.3,90.4,3614.0,98.7
2012-11-15,468.6,236.6,90.6,3625.0,98.7
2012-11-16,471.9,234.7,89.9,3608.0,96.7
2012-11-17,470.2,234.9,90.6,3618.0,98.7
2012-11-18,471.3,232.7,89.7,3605.0,98.7
2012-11-19,474.6,230.0,89.4,3616.0,98.7
2012-11-20,473.4,230.7,90.1,3602.0,98.7
2012-11-21,471.0,231.8,90.8,3588.0,98.8
2012-11-22,471.1,229.6,90.7,3578.0,98.8
2012-11-23,472.1,227.7,89.6,3565.0,98.8
2012-11-24,470.2,228.4,90.7,3500.0,96.7
2012-11-25,470.6,224.7,89.6,3535.0,98.8
2012-11-26,466.5,227.1,91.3,3554.0,98.8
2012-11-27,464.7,226.4,91.8,3654.0,98.8
2012-11-28,465.5,225.9,91.7,3618.0,98.8
2012-11-29,465.7,227.1,91.8,3577.0,98.8
2012-11-30,465.5,226.9,91.8,3550.0,98.8
2012-12-01,465.7,225.1,91.5,3560.0,98.8
2012-12-02,465.8,224.1,91.4,3546.0,98.8
2012-12-03,471.3,222.7,90.5,3517.0,98.8
2012-12-04,465.6,223.0,91.0,3498.0,98.8
2012-12-05,465.0,222.0,91.2,3309.0,98.9
2012-12-06,468.3,222.8,90.7,3512.0,98.8
2012-12-07,469.9,221.2,90.0,3476.0,98.8
2012-12-08,469.1,222.9,90.7,3483.0,98.8
2012-12-09,466.1,222.7,91.2,3477.0,98.9
2012-12-10,465.8,223.4,91.5,3467.0,98.8
2012-12-11,479.7,218.6,90.3,2963.0,88.1
2012-12-12,477.7,222.0,91.0,1881.0,46.6
2012-12-13,441.0,186.4,88.1,817.0,37.6
2012-12-14,462.9,213.1,88.6,3015.0,96.6
2012-12-15,458.1,205.7,87.7,1308.0,47.3
2012-12-16,458.8,218.8,90.2,3223.0,98.8
2012-12-17,458.8,220.5,90.6,3262.0,98.8
2012-12-18,459.3,220.2,90.7,3281.0,98.8
2012-12-19,459.7,219.3,90.6,3307.0,98.8
2012-12-20,462.5,217.3,89.4,3137.0,98.8
2012-12-21,463.7,217.3,89.1,3151.0,98.8
2012-12-22,465.8,216.7,88.5,3153.0,98.8
2012-12-23,467.6,216.0,87.9,3164.0,98.8
2012-12-24,464.6,220.0,90.1,3180.0,98.9
2012-12-25,466.4,221.0,90.3,3185.0,98.9
2012-12-26,462.0,220.2,91.3,3175.0,98.9
2012-12-27,461.8,219.3,91.0,3169.0,98.9
2012-12-28,468.6,217.1,89.3,3181.0,98.9
2012-12-29,467.6,217.5,88.9,3203.0,98.9
2012-12-30,469.2,217.2,88.2,3186.0,99.0
2012-12-31,467.7,217.9,89.4,3174.0,99.0
2013-01-01,466.6,218.9,91.0,3142.0,99.0
2013-01-02,475.4,217.9,90.4,3089.0,99.0
2013-01-03,463.2,218.2,91.3,3158.0,99.1
2013-01-04,463.3,218.3,91.1,3441.0,99.1
2013-01-05,465.9,218.6,90.6,3464.0,99.1
2013-01-06,463.0,218.6,91.4,3441.0,97.0
2013-01-07,467.4,218.7,90.4,3458.0,99.1
2013-01-08,464.9,219.6,91.3,3411.0,97.0
2013-01-09,463.8,218.2,91.4,3441.0,99.1
2013-01-10,468.3,217.6,90.8,3446.0,99.1
2013-01-11,468.2,217.6,90.9,3374.0,99.1
2013-01-12,466.7,215.5,90.5,3427.0,99.1
2013-01-13,467.0,215.2,90.4,3429.0,99.2
2013-01-14,466.4,213.4,90.1,3403.0,99.2
2013-01-15,465.6,215.8,90.6,3358.0,99.2
2013-01-16,465.6,216.7,90.9,3603.0,99.2
2013-01-17,520.7,213.6,90.3,2862.0,74.7
2013-01-18,508.5,210.9,89.6,2961.0,100.0
2013-01-19,487.8,213.2,89.9,3214.0,99.1
2013-01-20,488.0,214.5,90.0,3205.0,99.1
2013-01-21,493.1,211.0,88.1,3206.0,99.2
2013-01-22,489.0,211.6,89.1,3228.0,99.2
2013-01-23,486.6,214.4,90.6,3262.0,99.2
2013-01-24,485.7,216.0,91.0,3234.0,99.3
2013-01-25,491.6,211.4,89.2,3229.0,99.3
2013-01-26,489.0,212.0,90.1,3220.0,99.3
2013-01-27,490.7,211.1,89.3,3200.0,99.3
2013-01-28,491.6,210.7,88.4,3204.0,99.3
2013-01-29,488.8,211.8,90.1,3236.0,99.3
2013-01-30,491.1,209.4,87.9,3228.0,99.3
2013-01-31,484.7,213.5,91.2,3173.0,99.3
2013-02-01,485.6,213.8,91.0,3202.0,99.3
2013-02-02,485.7,210.8,90.8,3162.0,99.3
2013-02-03,487.1,210.8,90.1,3123.0,99.3
2013-02-04,487.9,209.8,90.0,3097.0,99.3
2013-02-05,487.4,211.1,90.2,3088.0,99.3
2013-02-06,485.0,209.8,90.9,3072.0,99.3
2013-02-07,485.3,211.1,90.9,3024.0,99.3
2013-02-08,485.2,213.4,91.2,3100.0,99.4
2013-02-09,489.4,212.7,90.7,3136.0,97.3
2013-02-10,492.2,209.4,89.3,3104.0,99.4
2013-02-11,491.6,208.6,89.3,2977.0,99.4
2013-02-12,488.4,210.2,90.4,3041.0,99.4
2013-02-13,491.1,208.9,89.6,3116.0,99.3
2013-02-14,493.6,206.9,88.7,3085.0,97.0
2013-02-15,490.6,209.4,90.1,3151.0,97.1
2013-02-16,491.3,210.6,90.4,3164.0,99.1
2013-02-17,492.1,209.9,89.8,3148.0,97.1
2013-02-18,489.1,209.8,90.1,3150.0,99.2
2013-02-19,488.8,209.1,90.6,3128.0,99.1
2013-02-20,507.5,207.7,90.1,2994.0,99.1
2013-02-21,491.7,210.0,90.7,3122.0,99.2
2013-02-22,496.6,210.9,91.0,3166.0,99.2
2013-02-23,490.0,210.2,90.9,3114.0,100.0
2013-02-24,488.4,210.6,91.2,3102.0,99.2
2013-02-25,486.3,211.0,91.3,3097.0,99.2
2013-02-26,484.7,211.4,91.3,3092.0,99.2
2013-02-27,484.4,210.3,91.4,3082.0,99.2
2013-02-28,485.0,208.8,91.2,3082.0,99.2
2013-03-01,485.8,208.1,91.0,3090.0,99.2
2013-03-02,485.9,207.4,91.0,3095.0,99.2
2013-03-03,487.5,208.1,90.5,3085.0,99.2
2013-03-04,491.0,208.5,89.9,3085.0,99.2
2013-03-05,490.9,208.8,90.6,3099.0,99.2
2013-03-06,492.9,206.2,89.5,3084.0,99.2
2013-03-07,474.7,204.4,88.4,433.0,11.1
2013-03-10,446.1,156.8,85.5,606.0,27.6
2013-03-11,473.2,186.4,88.6,1513.0,63.6
2013-03-13,160.9,41.9,5.6,0.0,6.2
2013-03-14,208.1,36.7,5.4,0.0,14.9
2013-03-15,221.3,33.6,4.9,0.0,13.9
2013-03-16,230.5,31.4,5.2,0.0,14.0
2013-03-17,236.6,30.3,4.3,0.0,13.8
2013-03-18,234.7,28.7,2.7,0.0,17.7
2013-03-19,233.1,27.7,1.0,0.0,18.1
2013-03-20,239.7,27.1,0.2,0.0,16.5
2013-03-21,239.8,26.6,0.0,0.0,9.5
2013-03-22,241.4,26.4,0.5,0.0,1.3
2013-03-23,241.8,25.8,0.1,0.0,1.2
2013-03-24,244.4,25.2,1.9,0.0,1.3
2013-03-25,469.2,139.6,86.3,779.0,25.6
2013-03-26,466.4,176.0,89.3,2897.0,97.4
2013-03-27,472.2,196.0,90.3,3031.0,99.4
2013-03-28,481.2,202.6,90.6,1512.0,57.7
2013-03-29,475.0,191.5,89.6,1627.0,58.3
2013-03-30,478.1,205.8,90.6,3157.0,97.1
2013-03-31,481.7,211.9,90.9,3115.0,97.0
2013-04-01,482.7,213.5,91.0,2892.0,90.9
2013-04-03,2.3,46.1,8.6,0.0,1.1
2013-04-04,0.8,38.1,7.6,0.0,1.1
2013-04-05,520.5,124.5,75.6,388.0,23.7
2013-04-09,17.6,30.7,4.1,0.0,0.9
2013-04-10,540.0,97.1,68.6,844.0,19.0
2013-04-11,480.9,184.1,88.7,3210.0,99.4
2013-04-12,374.8,153.2,89.9,3334.0,99.4
2013-04-13,489.6,213.8,90.8,3427.0,99.4
2013-04-14,496.7,214.3,89.2,3515.0,99.5
2013-04-15,498.0,217.6,89.0,3526.0,99.5
2013-04-16,501.3,216.2,88.7,3700.0,84.4
2013-04-17,499.5,218.5,89.3,3581.0,99.6
2013-04-18,497.7,218.8,89.4,3552.0,99.7
2013-04-19,493.3,219.5,91.0,3536.0,99.7
2013-04-20,497.6,221.4,90.1,3526.0,99.8
2013-04-21,499.9,219.8,89.7,3510.0,99.7
2013-04-22,499.4,220.2,89.2,3469.0,99.8
2013-04-23,496.7,220.6,90.3,3420.0,99.8
2013-04-24,495.8,222.0,90.9,3384.0,99.8
2013-04-25,497.2,221.3,90.6,3335.0,99.8
2013-04-26,491.9,222.2,91.5,3268.0,99.6
2013-04-27,491.1,220.1,91.4,3278.0,99.7
2013-04-28,497.9,218.8,88.9,3269.0,99.8
2013-04-29,494.3,218.3,90.0,3193.0,99.8
2013-04-30,490.0,217.8,91.2,3427.0,99.8
2013-05-01,495.0,217.3,89.5,3355.0,99.8
2013-05-02,492.0,219.7,91.1,3332.0,99.8
2013-05-03,495.8,218.4,90.1,3306.0,99.8
2013-05-04,497.1,218.1,89.9,3343.0,99.8
2013-05-05,497.9,219.1,90.1,3351.0,99.4
2013-05-06,498.3,219.0,90.2,3344.0,99.3
2013-05-07,495.8,220.0,91.1,3334.0,99.3
2013-05-08,497.5,219.0,90.8,3344.0,99.3
2013-05-09,497.0,219.2,91.1,3341.0,99.3
2013-05-10,495.9,218.5,90.9,3331.0,99.3
2013-05-11,498.5,218.2,90.6,3338.0,99.3
2013-05-12,495.9,219.4,91.2,3298.0,97.3
2013-05-13,499.0,217.3,89.9,3306.0,97.5
2013-05-14,499.4,215.9,89.2,1772.0,67.0
2013-05-15,487.1,212.7,90.2,2381.0,96.9
2013-05-16,489.3,216.8,90.7,3097.0,100.0
2013-05-17,516.2,209.5,89.9,2379.0,80.9
2013-05-18,490.9,216.4,91.7,3151.0,99.7
2013-05-19,488.0,217.9,91.7,3204.0,99.7
2013-05-20,487.6,215.6,91.6,3196.0,97.9
2013-05-21,488.0,214.7,91.4,3241.0,100.0
2013-05-22,487.8,213.0,91.2,3247.0,100.0
2013-05-23,493.8,210.0,90.2,3209.0,100.0
2013-05-24,483.5,211.3,90.7,3196.0,100.0
2013-05-25,483.1,212.1,91.2,3137.0,100.0
2013-05-26,481.7,214.0,91.4,3136.0,100.0
2013-05-27,484.4,214.4,91.1,3156.0,100.0
2013-05-28,488.2,213.9,90.8,3151.0,100.0
2013-05-29,495.5,215.3,91.7,3093.0,100.0
2013-05-30,485.5,216.8,92.0,3153.0,100.0
2013-05-31,487.3,215.3,91.7,3167.0,100.0
2013-06-01,488.9,214.1,91.3,3186.0,100.0
2013-06-02,488.8,215.1,91.7,3194.0,100.0
2013-06-03,489.2,216.4,91.9,3197.0,100.0
2013-06-04,492.5,215.7,91.9,3190.0,100.0
2013-06-05,507.9,214.1,91.6,3119.0,83.9
2013-06-06,508.4,214.9,91.6,3141.0,83.7
2013-06-07,488.6,214.1,91.7,3226.0,99.7
2013-06-08,487.8,213.1,91.7,3193.0,99.7
2013-06-09,495.7,213.9,91.7,2504.0,85.7
2013-06-10,479.1,209.1,91.4,2544.0,89.4
2013-06-11,485.1,214.4,91.7,3025.0,99.7
2013-06-12,491.7,212.3,90.8,3050.0,99.9
2013-06-13,488.9,214.5,91.6,3094.0,100.0
2013-06-14,490.0,213.6,91.1,3115.0,100.0
2013-06-15,492.3,213.1,91.3,3102.0,100.0
2013-06-16,487.9,212.7,91.8,3148.0,100.0
2013-06-17,488.7,215.1,91.9,3143.0,100.0
2013-06-18,492.5,213.3,91.4,3152.0,100.0
2013-06-19,490.6,213.3,91.7,3176.0,100.0
2013-06-20,490.9,213.2,91.6,3044.0,100.0
2013-06-21,487.0,214.1,91.9,2739.0,100.0
2013-06-22,1.2,79.5,30.7,0.0,37.8
2013-06-23,1.9,52.1,13.9,0.0,12.0
2013-06-26,468.6,174.2,89.1,1015.0,58.8
2013-06-27,1.6,56.7,20.8,0.0,1.2
2013-06-28,481.2,174.1,88.6,863.0,62.4
2013-06-29,478.6,204.3,91.1,2822.0,99.9
2013-06-30,489.8,211.3,90.6,2963.0,99.9
2013-07-01,486.5,213.5,91.4,2958.0,100.0
2013-07-02,486.8,214.0,91.1,2959.0,100.0
2013-07-03,489.2,214.3,91.0,3076.0,100.0
2013-07-04,488.9,215.8,91.0,3071.0,100.0
2013-07-05,487.6,215.5,91.1,3001.0,100.0
2013-07-06,521.1,214.7,90.9,236.0,24.9
2013-07-07,476.4,200.1,91.2,836.0,59.7
2013-07-08,482.0,211.7,91.5,2910.0,100.0
2013-07-09,504.3,212.8,90.9,2795.0,93.3
2013-07-10,485.4,214.9,91.7,3018.0,99.9
2013-07-11,501.4,209.5,90.4,2433.0,84.5
2013-07-12,487.2,217.8,91.9,3005.0,99.9
2013-07-13,497.0,216.9,91.9,3013.0,100.0
2013-07-14,505.0,216.0,91.4,3010.0,100.0
2013-07-15,488.7,216.9,91.7,3293.0,100.0
2013-07-16,489.5,218.0,91.8,3309.0,100.0
2013-07-17,489.3,217.9,91.7,3287.0,100.0
2013-07-18,488.2,217.9,92.1,3277.0,100.0
2013-07-19,488.7,216.2,91.9,3252.0,100.0
2013-07-20,488.5,216.6,92.0,3263.0,100.0
2013-07-21,488.3,216.4,91.9,3238.0,100.0
2013-07-22,520.9,215.6,91.5,220.0,10.3
2013-07-23,8.0,55.8,17.9,0.0,1.3
2013-07-24,530.5,118.7,80.1,31.0,7.8
2013-07-25,678.0,182.9,87.0,1148.0,41.0
2013-07-26,758.7,190.3,86.8,1131.0,35.9
2013-07-27,548.5,207.1,90.7,2345.0,80.5
2013-07-28,479.4,211.6,90.3,84.0,3.2
2013-07-29,488.8,131.0,82.8,354.0,6.8
2013-07-30,473.9,196.2,90.6,2919.0,99.3
2013-07-31,492.6,211.2,91.4,320.0,20.0
2013-08-01,31.4,53.9,19.8,0.0,0.0
2013-08-02,29.9,44.0,16.2,0.0,0.0
2013-08-03,506.1,153.9,81.2,1662.0,55.9
2013-08-04,483.0,206.0,90.4,2782.0,97.9
2013-08-05,482.0,213.7,91.2,2850.0,97.8
2013-08-06,478.8,216.9,91.9,2869.0,100.0
2013-08-07,478.5,221.4,92.2,2898.0,100.0
2013-08-08,479.1,222.0,92.3,2886.0,100.0
2013-08-09,481.9,221.7,92.0,2876.0,100.0
2013-08-10,481.0,221.5,92.2,2888.0,100.0
2013-08-11,487.9,222.9,92.0,2852.0,99.9
2013-08-12,488.3,222.7,92.2,2850.0,100.0
2013-08-13,484.0,221.1,92.1,2861.0,100.0
2013-08-14,482.8,223.2,92.2,2862.0,100.0
2013-08-15,487.7,221.7,91.5,2850.0,99.9
2013-08-16,484.4,222.4,91.8,2881.0,100.0
2013-08-17,488.3,220.8,91.0,2852.0,99.9
2013-08-18,487.7,220.3,90.8,2866.0,100.0
2013-08-19,485.1,221.3,91.7,2955.0,100.0
2013-08-20,485.8,222.4,91.7,2931.0,100.0
2013-08-21,485.2,222.5,91.9,2877.0,100.0
2013-08-22,485.4,221.7,91.6,2831.0,97.9
2013-08-23,484.2,220.4,91.7,2865.0,100.0
2013-08-24,485.6,219.5,91.1,2861.0,100.0
2013-08-25,484.0,220.2,91.6,2837.0,100.0
2013-08-26,485.5,220.9,91.9,2816.0,100.0
2013-08-27,487.7,220.0,91.4,3112.0,100.0
2013-08-28,482.0,220.8,92.2,3075.0,100.0
2013-08-29,483.7,220.6,92.0,3109.0,100.0
2013-08-30,486.9,220.3,91.6,3133.0,100.0
2013-08-31,482.0,217.9,91.8,3152.0,100.0
2013-09-01,483.7,217.2,91.7,3164.0,100.0
2013-09-02,487.2,217.3,91.9,3233.0,100.0
2013-09-03,487.4,219.6,91.9,2886.0,100.0
2013-09-04,490.0,218.5,91.2,2906.0,100.0
2013-09-05,560.5,215.4,90.6,2266.0,76.9
2013-09-06,662.9,208.2,90.0,1404.0,45.6
2013-09-07,663.0,208.8,89.9,1397.0,45.5
2013-09-08,659.9,209.8,90.3,1383.0,45.5
2013-09-09,657.9,208.7,90.3,1396.0,45.6
2013-09-10,656.6,205.9,89.9,1366.0,45.5
2013-09-11,654.2,206.8,90.1,1349.0,45.6
2013-09-12,651.8,208.3,89.8,1130.0,35.9
2013-09-13,10.8,71.9,22.4,0.0,2.2
2013-09-14,637.3,97.7,58.8,194.0,10.7
2013-09-15,465.5,195.1,89.2,2353.0,93.9
2013-09-16,516.3,197.0,85.6,2164.0,80.4
2013-09-17,476.4,211.9,90.3,2699.0,99.3
2013-09-18,481.9,215.2,91.2,1105.0,43.8
2013-09-20,455.1,190.8,88.8,980.0,55.0
2013-09-21,485.8,205.5,89.2,691.0,38.4
2013-09-22,469.5,204.8,90.7,2077.0,93.7
2013-09-23,469.5,215.1,91.8,2670.0,99.4
2013-09-24,471.7,217.6,91.8,2222.0,99.3
2013-09-25,472.0,219.2,91.9,2236.0,99.4
2013-09-26,471.7,219.8,92.0,2244.0,99.4
2013-09-27,618.4,216.7,90.3,376.0,19.7
2013-09-28,517.6,179.1,84.5,1143.0,54.2
2013-09-29,473.4,214.2,91.0,2009.0,99.2
2013-09-30,477.8,217.5,90.5,2052.0,99.2
2013-10-01,478.1,217.6,90.5,2048.0,99.2
2013-10-02,479.4,217.4,90.5,1610.0,99.2
2013-10-03,479.6,216.9,90.1,1608.0,99.2
2013-10-04,479.3,217.9,90.5,1603.0,99.2
2013-10-05,474.1,220.0,91.5,1610.0,99.4
2013-10-06,477.2,219.3,90.0,1619.0,99.6
2013-10-07,476.9,218.5,89.5,1626.0,97.6
2013-10-08,476.1,218.9,90.5,1607.0,99.8
2013-10-09,473.7,218.2,91.3,1595.0,99.7
2013-10-10,474.2,215.9,91.2,1592.0,99.7
2013-10-11,482.3,217.7,91.2,890.0,54.5
2013-10-12,538.9,165.1,79.5,569.0,26.9
2013-10-13,465.7,211.4,90.7,1526.0,99.1
2013-10-14,475.8,216.8,90.6,1532.0,99.5
2013-10-15,476.7,218.3,91.2,1533.0,97.5
2013-10-16,475.9,219.4,91.4,1546.0,99.6
2013-10-17,472.1,217.8,91.3,1580.0,100.0
2013-10-18,472.3,219.4,91.4,1555.0,99.6
2013-10-19,479.6,216.8,89.7,1541.0,99.5
2013-10-20,479.9,214.9,88.6,1584.0,99.5
2013-10-21,479.2,214.2,88.8,1557.0,99.5
2013-10-22,479.2,215.0,89.5,1560.0,99.6
2013-10-23,477.2,216.2,90.5,1557.0,99.7
2013-10-24,475.6,215.2,89.9,1561.0,97.7
2013-10-25,477.6,216.2,90.3,1558.0,99.7
2013-10-26,477.0,216.2,90.4,1550.0,99.7
2013-10-27,485.3,214.6,89.3,1532.0,95.1
2013-10-28,472.9,180.9,84.7,777.0,35.2
2013-10-29,466.9,210.8,90.7,992.0,60.0
2013-10-30,502.8,155.6,76.2,810.0,34.7
2013-10-31,470.8,207.5,88.7,1499.0,100.0
2013-11-01,473.4,211.5,87.9,1523.0,99.2
2013-11-02,473.1,214.3,89.6,1510.0,99.1
2013-11-03,486.8,200.8,87.3,1110.0,59.9
2013-11-04,538.5,203.4,89.9,298.0,27.1
2013-11-05,893.7,58.6,42.1,0.0,17.2
2013-11-06,813.4,61.7,52.8,0.0,22.2
2013-11-07,460.6,201.7,87.8,797.0,100.0
2013-11-08,467.1,208.8,88.1,1402.0,99.4
2013-11-09,465.1,215.1,90.8,1387.0,99.4
2013-11-10,466.0,215.2,90.9,1391.0,99.4
2013-11-11,521.1,193.0,88.5,1225.0,78.7
2013-11-12,474.2,250.1,89.3,1470.0,99.0
2013-11-13,473.5,289.4,89.7,1464.0,99.6
2013-11-14,471.0,289.2,90.0,1495.0,99.7
2013-11-15,472.3,290.0,89.5,1505.0,99.8
2013-11-16,473.7,290.0,89.2,1509.0,99.8
2013-11-17,472.8,290.3,90.3,1475.0,99.6
2013-11-18,472.1,290.9,90.5,1483.0,99.7
2013-11-19,471.0,290.0,90.4,1460.0,99.6
2013-11-20,474.8,289.4,89.3,1498.0,99.6
2013-11-21,471.8,290.9,90.7,1492.0,99.7
2013-11-22,469.7,292.0,91.2,1509.0,99.7
2013-11-23,469.5,291.1,91.3,1484.0,99.7
2013-11-24,470.7,288.2,90.7,1492.0,99.6
2013-11-25,470.3,289.8,90.9,1495.0,99.7
2013-11-26,472.8,289.6,90.0,1502.0,99.8
2013-11-27,470.3,288.8,91.1,1494.0,99.7
2013-11-28,470.3,287.9,91.0,1496.0,99.7
2013-11-29,472.4,287.0,89.9,1491.0,99.6
2013-11-30,470.8,288.0,90.8,1493.0,99.6
2013-12-01,469.9,287.6,91.0,1490.0,99.6
2013-12-02,474.4,288.1,88.9,1541.0,99.7
2013-12-03,473.6,287.3,89.5,1527.0,99.7
2013-12-04,471.4,286.4,90.5,1466.0,99.6
2013-12-05,481.2,281.9,88.2,1450.0,95.6
2013-12-06,466.9,273.8,89.5,606.0,52.9
2013-12-07,467.0,283.5,90.2,1395.0,99.2
2013-12-08,469.1,284.3,89.5,1463.0,99.7
2013-12-09,470.1,285.8,90.2,586.0,44.6
2013-12-10,475.7,273.2,87.6,811.0,72.2
2013-12-11,375.6,108.8,18.2,0.0,3.6
2013-12-12,463.0,271.5,88.2,1177.0,95.4
2013-12-13,472.1,281.7,89.4,804.0,33.9
2013-12-14,468.3,268.3,87.8,1181.0,100.0
2013-12-15,478.4,282.3,89.1,1152.0,90.8
2013-12-16,474.9,283.7,88.2,1383.0,100.0
2013-12-17,475.1,284.6,88.2,1539.0,100.0
2013-12-18,477.0,283.6,89.0,1502.0,100.0
2013-12-19,476.3,283.6,88.1,1499.0,100.0
2013-12-20,483.0,284.3,88.0,784.0,71.5
2013-12-21,476.2,280.8,87.7,1441.0,99.8
2013-12-22,475.7,283.7,88.9,1511.0,100.0
2013-12-23,477.7,283.5,88.9,1502.0,99.8
2013-12-24,478.6,282.8,88.3,1500.0,99.8
2013-12-25,479.5,282.0,87.2,1543.0,99.9
2013-12-26,484.0,283.3,87.9,1332.0,86.9
2013-12-27,497.7,271.2,87.2,893.0,64.4
2013-12-28,478.8,279.3,87.4,1478.0,99.4
2013-12-29,469.5,284.9,90.8,1496.0,99.5
2013-12-30,477.1,282.4,89.2,1496.0,99.4
2013-12-31,524.8,272.0,86.1,1346.0,80.5
2014-01-01,476.4,281.2,89.5,1528.0,99.1
2014-01-02,478.3,282.4,89.1,1505.0,99.3
2014-01-03,548.5,279.5,88.4,1281.0,76.4
2014-01-04,532.0,277.4,87.0,940.0,49.3
2014-01-05,512.7,208.9,80.8,291.0,17.1
2014-01-06,468.6,270.7,88.4,1432.0,98.9
2014-01-07,474.8,279.9,88.1,1490.0,98.9
2014-01-08,471.7,282.5,89.0,1537.0,99.2
2014-01-09,468.6,284.5,90.3,1505.0,99.2
2014-01-10,468.4,284.5,90.6,1502.0,99.2
2014-01-11,468.2,282.8,90.6,1494.0,99.2
2014-01-12,470.0,283.8,90.4,1493.0,99.2
2014-01-13,473.9,281.3,89.2,1512.0,99.1
2014-01-14,474.6,281.8,89.0,1472.0,99.2
2014-01-15,575.4,275.1,86.7,1175.0,67.1
2014-01-16,646.5,266.1,84.3,1074.0,46.6
